invoice_no,sale_date,sale_time,customer_id,drug_code,product_name,batch_no,storage_location,quantity,unit,unit_price,total_amount,gross_profit,วันสำคัญ,holiday,อุณหภูมิ,ปริมาณน้ำฝน
BL200907-017,2020-09-07,16:11,C01-0000,H0045,HISTA OPH  5CC เล็ก,P200728-0100,F2,1.0,ขวด,45.0,45,19.5,,False,28.5,265.9
BL200907-019,2020-09-07,18:04,C01-0000,D0189,DIANE 35,P200818-0025,F2,1.0,แผง,180.0,180,20.0,,False,28.5,265.9
BL200907-022,2020-09-07,19:00,C01-0000,B0135,Bufenac 50 mg,P200430-0001,B4,1.0,แผง,20.0,20,16.33,,False,28.5,265.9
BL200906-026,2020-09-06,7:59,C01-0000,E0055,Extorant tablets,P190813-0001,B1,1.0,แผง,35.0,35,27.0,,False,28.5,265.9
BL200906-002,2020-09-06,9:15,C01-0000,F0096,Floximed 400 mg,P200519-0023,F2,1.0,แผง,50.0,50,36.0,,False,28.5,265.9
BL200906-009,2020-09-06,12:51,C01-0000,C0130,CANASONE C.B. CREAM  5G,P200825-0074,C3,1.0,หลอด,40.0,40,18.0,,False,28.5,265.9
BL200906-013,2020-09-06,15:12,C01-0000,O0045,Omeprazole GPO,P200818-0059,B1,1.0,แผง,40.0,40,32.5,,False,28.5,265.9
BL200906-014,2020-09-06,15:41,C01-0000,G0090,Gofen 400,P200901-0018,B1,1.0,แผง,100.0,100,20.83,,False,28.5,265.9
BL200906-018,2020-09-06,16:57,C01-0000,C0185,CPM ขวด 100 เม็ด,P200804-0008,F2,1.0,กระปุก,20.0,20,14.0,,False,28.5,265.9
BL200906-019,2020-09-06,17:00,C01-0000,D0189,DIANE 35,P200818-0025,F2,1.0,แผง,180.0,180,20.0,,False,28.5,265.9
BL200906-022,2020-09-06,17:20,C01-0000,C0137,CELEBREX 200 MG,P200901-0031,B1,1.0,แผง,350.0,350,71.0,,False,28.5,265.9
BL200906-023,2020-09-06,17:29,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P200804-0017,F2,1.0,แผง,35.0,35,10.8,,False,28.5,265.9
BL200906-024,2020-09-06,17:53,C01-0000,B0071,BENDA 500,P200825-0005,F2,2.0,แผง,30.0,60,30.33,,False,28.5,265.9
BL200906-024,2020-09-06,17:53,C01-0000,B0072,BENDA น้ำ 12X30 CC,P200428-0004,F2,1.0,ขวด,40.0,40,20.5,,False,28.5,265.9
BL200906-036,2020-09-06,18:50,C01-0000,C0142,CETRIzin แผง,P200825-0001,F2,1.0,แผง,20.0,20,13.6,,False,28.5,265.9
BL200906-038,2020-09-06,18:50,C01-0000,D0177,DIMENHYDRINATE N/L 100X10'S,P200114-0007,F5,1.0,แผง,10.0,10,8.05,,False,28.5,265.9
BL200906-033,2020-09-06,19:47,C01-0000,D0188,dologen,@PS-000352,B1,1.0,แผง,40.0,40,40.0,,False,28.5,265.9
BL200906-035,2020-09-06,19:51,C01-0000,C0142,CETRIzin แผง,P200825-0001,F2,1.0,แผง,20.0,20,13.6,,False,28.5,265.9
BL200906-035,2020-09-06,19:51,C01-0000,D0188,dologen,@PS-000352,B1,1.0,แผง,40.0,40,40.0,,False,28.5,265.9
BL200905-003,2020-09-05,8:31,C01-0000,B0135,Bufenac 50 mg,P200430-0001,B4,1.0,แผง,20.0,20,16.33,,False,28.5,265.9
BL200905-004,2020-09-05,8:32,C01-0000,B0086,Biocalm ขายแผง,P200526-0022,F2,1.0,แผง,30.0,30,20.8,,False,28.5,265.9
BL200905-004,2020-09-05,8:32,C01-0000,B0135,Bufenac 50 mg,P200430-0001,B4,1.0,แผง,20.0,20,16.33,,False,28.5,265.9
BL200905-004,2020-09-05,8:32,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P200804-0017,F2,1.0,แผง,35.0,35,10.8,,False,28.5,265.9
BL200905-006,2020-09-05,9:09,C01-0000,F0083,Ciprofex 500 mg,P200811-0016,B1,1.0,แผง,70.0,70,48.0,,False,28.5,265.9
BL200905-007,2020-09-05,9:15,C01-0000,B0086,Biocalm ขายแผง,P200526-0022,F2,2.0,แผง,30.0,60,41.6,,False,28.5,265.9
BL200905-007,2020-09-05,9:15,C01-0000,D0174,DIFELENE  50 MG 10'S,P200825-0009,F2,2.0,แผง,35.0,70,38.0,,False,28.5,265.9
BL200905-010,2020-09-05,9:20,C01-0000,D0167,DexOph 4 ml.,P200630-0082,F2,1.0,ขวด,40.0,40,20.42,,False,28.5,265.9
BL200905-010,2020-09-05,9:20,C01-0000,D0188,dologen,@PS-000352,B1,1.0,แผง,40.0,40,40.0,,False,28.5,265.9
BL200905-011,2020-09-05,9:23,C01-0000,B0086,Biocalm ขายแผง,P200526-0022,F2,1.0,แผง,30.0,30,20.8,,False,28.5,265.9
BL200905-011,2020-09-05,9:23,C01-0000,B0135,Bufenac 50 mg,P200430-0001,B4,1.0,แผง,20.0,20,16.33,,False,28.5,265.9
BL200905-014,2020-09-05,9:41,C01-0000,D0174,DIFELENE  50 MG 10'S,P200825-0009,F2,1.0,แผง,35.0,35,19.0,,False,28.5,265.9
BL200905-014,2020-09-05,9:41,C01-0000,T0181,Terbutaline Tablets 2.5mg. แผง ขยายหลอดลมT.O,P200114-0054,F5,1.0,แผง,45.0,45,42.8,,False,28.5,265.9
BL200905-016,2020-09-05,10:10,C01-0000,G0090,Gofen 400,P200825-0004,F2,1.0,แผง,100.0,100,20.83,,False,28.5,265.9
BL200905-023,2020-09-05,12:27,C01-0000,F0096,Floximed 400 mg,P200519-0023,F2,1.0,แผง,50.0,50,36.0,,False,28.5,265.9
BL200905-027,2020-09-05,12:47,C01-0000,D0160,DECOLGEN PRIN 25X4'S,P200728-0084,F2,5.0,แผง,10.0,50,16.2,,False,28.5,265.9
BL200905-028,2020-09-05,12:50,C01-0000,G0090,Gofen 400,P200901-0018,B1,1.0,แผง,100.0,100,20.83,,False,28.5,265.9
BL200905-031,2020-09-05,14:51,C01-0000,F0083,Ciprofex 500 mg,P200811-0016,B1,1.0,แผง,70.0,70,48.0,,False,28.5,265.9
BL200905-032,2020-09-05,15:06,C01-0000,H0045,HISTA OPH  5CC เล็ก,P200728-0100,F2,1.0,ขวด,45.0,45,19.5,,False,28.5,265.9
BL200905-033,2020-09-05,15:17,C01-0000,A0159,Annylyn 21 tab,P200721-0030,F2,1.0,แผง,130.0,130,40.0,,False,28.5,265.9
BL200905-034,2020-09-05,15:43,C01-0000,B0071,BENDA 500,P200825-0005,F2,2.0,แผง,30.0,60,30.33,,False,28.5,265.9
BL200905-034,2020-09-05,15:43,C01-0000,D0169,Diarine,P180419-0021,F2,1.0,แผง,20.0,20,16.5,,False,28.5,265.9
BL200905-045,2020-09-05,18:32,C01-0000,G0090,Gofen 400,P200901-0018,B1,1.0,แผง,100.0,100,20.83,,False,28.5,265.9
BL200905-046,2020-09-05,18:36,C01-0000,D0188,dologen,@PS-000352,B1,1.0,แผง,40.0,40,40.0,,False,28.5,265.9
BL200905-048,2020-09-05,18:40,C01-0000,R0078,Rhinalax 250 mg syrup 60 ml,P200407-0066,F2,1.0,ขวด,60.0,60,36.0,,False,28.5,265.9
BL200905-049,2020-09-05,18:44,C01-0000,E0055,Extorant tablets,P190813-0001,B1,1.0,แผง,35.0,35,27.0,,False,28.5,265.9
BL200905-052,2020-09-05,19:28,C01-0000,D0188,dologen,@PS-000352,B1,1.0,แผง,40.0,40,40.0,,False,28.5,265.9
BL200905-056,2020-09-05,20:26,C01-0000,G0095,Gaviscon Dual Action ขวด150ml,P200721-0033,B1,1.0,ขวด,350.0,350,56.0,,False,28.5,265.9
BL200905-058,2020-09-05,20:27,C01-0000,D0188,dologen,@PS-000352,B1,1.0,แผง,40.0,40,40.0,,False,28.5,265.9
BL200904-057,2020-09-04,8:08,C01-0000,B0071,BENDA 500,P200825-0005,F2,1.0,แผง,30.0,30,15.17,,False,28.5,265.9
BL200904-018,2020-09-04,8:08,C01-0000,B0135,Bufenac 50 mg,P200430-0001,B4,1.0,แผง,20.0,20,16.33,,False,28.5,265.9
BL200904-049,2020-09-04,8:08,C01-0000,B0135,Bufenac 50 mg,P200430-0001,B4,1.0,แผง,20.0,20,16.33,,False,28.5,265.9
BL200904-011,2020-09-04,8:08,C01-0000,B0135,Bufenac 50 mg,P200430-0001,B4,1.0,แผง,20.0,20,16.33,,False,28.5,265.9
BL200904-049,2020-09-04,8:08,C01-0000,D0188,dologen,@PS-000352,B1,1.0,แผง,40.0,40,40.0,,False,28.5,265.9
BL200904-010,2020-09-04,8:08,C01-0000,E0055,Extorant tablets,P190813-0001,B1,1.0,แผง,35.0,35,27.0,,False,28.5,265.9
BL200904-012,2020-09-04,8:08,C01-0000,F0096,Floximed 400 mg,P200519-0023,F2,1.0,แผง,50.0,50,36.0,,False,28.5,265.9
BL200904-010,2020-09-04,8:08,C01-0000,F0079,Foliamin 5 mg,P200602-0046,F3,50.0,เม็ด,1.0,50,36.5,,False,28.5,265.9
BL200904-057,2020-09-04,8:08,C01-0000,G0074,Gaviscon ซอง,P200714-0037,F2,1.0,ซอง,20.0,20,3.08,,False,28.5,265.9
BL200904-001,2020-09-04,8:12,C01-0000,C0142,CETRIzin แผง,P200825-0001,F2,1.0,แผง,20.0,20,13.6,,False,28.5,265.9
BL200904-001,2020-09-04,8:12,C01-0000,E0055,Extorant tablets,P190813-0001,B1,1.0,แผง,35.0,35,27.0,,False,28.5,265.9
BL200904-001,2020-09-04,8:12,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P200804-0017,F2,1.0,แผง,35.0,35,10.8,,False,28.5,265.9
BL200904-007,2020-09-04,11:31,C01-0000,C0185,CPM ขวด 100 เม็ด,P200804-0008,F2,1.0,กระปุก,20.0,20,14.0,,False,28.5,265.9
BL200904-007,2020-09-04,11:31,C01-0000,D0160,DECOLGEN PRIN 25X4'S,P200728-0084,F2,1.0,แผง,10.0,10,3.24,,False,28.5,265.9
BL200904-016,2020-09-04,14:19,C01-0000,C0142,CETRIzin แผง,P200825-0001,F2,1.0,แผง,20.0,20,13.6,,False,28.5,265.9
BL200904-019,2020-09-04,16:02,C01-0000,B0040,Bisolvon EX 60 cc,P200825-0035,B1,1.0,ขวด,65.0,65,19.0,,False,28.5,265.9
BL200904-019,2020-09-04,16:02,C01-0000,C0142,CETRIzin แผง,P200825-0001,F2,1.0,แผง,20.0,20,13.6,,False,28.5,265.9
BL200904-021,2020-09-04,16:13,C01-0000,M0216,Minra Drops,P200310-0002,B1,1.0,ขวด,58.0,58,25.5,,False,28.5,265.9
BL200904-025,2020-09-04,17:05,C01-0000,O0047,One-Trex syrup 60 ml,P200325-0078,B1,1.0,ขวด,40.0,40,22.0,,False,28.5,265.9
BL200904-028,2020-09-04,17:33,C01-0000,C0142,CETRIzin แผง,P200825-0001,F2,1.0,แผง,20.0,20,13.6,,False,28.5,265.9
BL200904-029,2020-09-04,17:38,C01-0000,D0188,dologen,@PS-000352,B1,1.0,แผง,40.0,40,40.0,,False,28.5,265.9
BL200904-032,2020-09-04,17:52,C01-0000,D0188,dologen,@PS-000352,B1,1.0,แผง,40.0,40,40.0,,False,28.5,265.9
BL200904-037,2020-09-04,18:25,C01-0000,E0055,Extorant tablets,P190813-0001,B1,1.0,แผง,35.0,35,27.0,,False,28.5,265.9
BL200904-039,2020-09-04,18:27,C01-0000,E0055,Extorant tablets,P190813-0001,B1,1.0,แผง,35.0,35,27.0,,False,28.5,265.9
BL200904-043,2020-09-04,18:37,C01-0000,O0047,One-Trex syrup 60 ml,P200325-0078,B1,1.0,ขวด,40.0,40,22.0,,False,28.5,265.9
BL200904-045,2020-09-04,18:41,C01-0000,E0055,Extorant tablets,P190813-0001,B1,2.0,แผง,35.0,70,54.0,,False,28.5,265.9
BL200904-047,2020-09-04,18:46,C01-0000,D0188,dologen,@PS-000352,B1,1.0,แผง,40.0,40,40.0,,False,28.5,265.9
BL200904-047,2020-09-04,18:46,C01-0000,G0090,Gofen 400,P200825-0004,F2,1.0,แผง,100.0,100,20.83,,False,28.5,265.9
BL200904-048,2020-09-04,18:49,C01-0000,A0167,Arcoxia 90 mg,P200630-0038,F2,1.0,แผง,250.0,250,72.0,,False,28.5,265.9
BL200904-052,2020-09-04,19:13,C01-0000,G0090,Gofen 400,P200825-0004,F2,1.0,แผง,100.0,100,20.83,,False,28.5,265.9
BL200904-054,2020-09-04,19:15,C01-0000,D0189,DIANE 35,P200818-0025,F2,1.0,แผง,180.0,180,20.0,,False,28.5,265.9
BL200904-056,2020-09-04,19:19,C01-0000,B0135,Bufenac 50 mg,P200430-0001,B4,3.0,แผง,20.0,60,49.0,,False,28.5,265.9
BL200904-056,2020-09-04,19:19,C01-0000,C0142,CETRIzin แผง,P200825-0001,F2,1.0,แผง,20.0,20,13.6,,False,28.5,265.9
BL200904-058,2020-09-04,19:37,C01-0000,B0135,Bufenac 50 mg,P200430-0001,B4,1.0,แผง,20.0,20,16.33,,False,28.5,265.9
BL200904-062,2020-09-04,20:09,C01-0000,D0218,Duran syrub 60 ml,P200728-0033,F2,1.0,ขวด,45.0,45,16.25,,False,28.5,265.9
BL200903-017,2020-09-03,8:09,C01-0000,B0135,Bufenac 50 mg,P200430-0001,B4,1.0,แผง,20.0,20,16.33,วันเกิดโดราเอมอน,True,28.5,265.9
BL200903-003,2020-09-03,10:19,C01-0000,C0130,CANASONE C.B. CREAM  5G,P200421-0020,F2,1.0,หลอด,40.0,40,18.0,วันเกิดโดราเอมอน,True,28.5,265.9
BL200903-007,2020-09-03,10:45,C01-0000,D0202,DECOLGEN PRIN 25X4'S ยกกล่อง,P191022-0023,B1,1.0,กล่อง,180.0,180,20.0,วันเกิดโดราเอมอน,True,28.5,265.9
BL200903-009,2020-09-03,12:12,C01-0000,D0188,dologen,@PS-000352,B1,1.0,แผง,40.0,40,40.0,วันเกิดโดราเอมอน,True,28.5,265.9
BL200903-009,2020-09-03,12:12,C01-0000,E0055,Extorant tablets,P190813-0001,B1,1.0,แผง,35.0,35,27.0,วันเกิดโดราเอมอน,True,28.5,265.9
BL200903-011,2020-09-03,12:47,C01-0000,D0188,dologen,@PS-000352,B1,1.0,แผง,40.0,40,40.0,วันเกิดโดราเอมอน,True,28.5,265.9
BL200903-012,2020-09-03,13:08,C01-0000,D0174,DIFELENE  50 MG 10'S,P200825-0009,F2,1.0,แผง,35.0,35,19.0,วันเกิดโดราเอมอน,True,28.5,265.9
BL200903-014,2020-09-03,14:14,C01-0000,B0135,Bufenac 50 mg,P200430-0001,B4,2.0,แผง,20.0,40,32.67,วันเกิดโดราเอมอน,True,28.5,265.9
BL200903-016,2020-09-03,15:30,C01-0000,B0135,Bufenac 50 mg,P200430-0001,B4,1.0,แผง,20.0,20,16.33,วันเกิดโดราเอมอน,True,28.5,265.9
BL200903-019,2020-09-03,16:33,C01-0000,C0142,CETRIzin แผง,P200825-0001,F2,1.0,แผง,20.0,20,13.6,วันเกิดโดราเอมอน,True,28.5,265.9
BL200903-019,2020-09-03,16:33,C01-0000,E0055,Extorant tablets,P190813-0001,B1,1.0,แผง,35.0,35,27.0,วันเกิดโดราเอมอน,True,28.5,265.9
BL200903-023,2020-09-03,17:16,C01-0000,B0135,Bufenac 50 mg,P200430-0001,B4,1.0,แผง,20.0,20,16.33,วันเกิดโดราเอมอน,True,28.5,265.9
BL200903-027,2020-09-03,17:36,C01-0000,D0189,DIANE 35,P200818-0025,F2,1.0,แผง,180.0,180,20.0,วันเกิดโดราเอมอน,True,28.5,265.9
BL200903-029,2020-09-03,18:18,C01-0000,G0091,gaviscon  ชมพู ซอง,P200825-0048,C3,2.0,ซอง,25.0,50,6.0,วันเกิดโดราเอมอน,True,28.5,265.9
BL200903-030,2020-09-03,18:26,C01-0000,C0142,CETRIzin แผง,P200825-0001,F2,1.0,แผง,20.0,20,13.6,วันเกิดโดราเอมอน,True,28.5,265.9
BL200903-030,2020-09-03,18:26,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P200804-0017,F2,2.0,แผง,35.0,70,21.6,วันเกิดโดราเอมอน,True,28.5,265.9
BL200903-033,2020-09-03,19:47,C01-0000,B0040,Bisolvon EX 60 cc,P200825-0035,B1,1.0,ขวด,65.0,65,19.0,วันเกิดโดราเอมอน,True,28.5,265.9
BL200903-033,2020-09-03,19:47,C01-0000,F0067,FLEMEX kid SYRUP 60 CC,P200331-0011,C1,1.0,ขวด,60.0,60,22.0,วันเกิดโดราเอมอน,True,28.5,265.9
BL200902-026,2020-09-02,7:59,C01-0000,D0179,DIORA 28'S,P200630-0052,F2,1.0,แผง,70.0,70,34.0,,False,28.5,265.9
BL200902-002,2020-09-02,8:13,C01-0000,B0135,Bufenac 50 mg,P200430-0001,B4,1.0,แผง,20.0,20,16.33,,False,28.5,265.9
BL200902-003,2020-09-02,9:10,C01-0000,M0217,Minra  60 ml ส้ม,P200728-0035,B1,1.0,ขวด,50.0,50,22.0,,False,28.5,265.9
BL200902-004,2020-09-02,9:25,C01-0000,C0142,CETRIzin แผง,P200825-0001,F2,1.0,แผง,20.0,20,13.6,,False,28.5,265.9
BL200902-004,2020-09-02,9:25,C01-0000,D0188,dologen,@PS-000352,B1,1.0,แผง,40.0,40,40.0,,False,28.5,265.9
BL200902-004,2020-09-02,9:25,C01-0000,H0045,HISTA OPH  5CC เล็ก,P200728-0100,F2,1.0,ขวด,45.0,45,19.5,,False,28.5,265.9
BL200902-005,2020-09-02,10:16,C01-0000,C0142,CETRIzin แผง,P200825-0001,F2,2.0,แผง,20.0,40,27.2,,False,28.5,265.9
BL200902-006,2020-09-02,10:40,C01-0000,O0047,One-Trex syrup 60 ml,P200325-0078,B1,1.0,ขวด,40.0,40,22.0,,False,28.5,265.9
BL200902-008,2020-09-02,10:59,C01-0000,M0217,Minra  60 ml ส้ม,P200728-0035,B1,1.0,ขวด,50.0,50,22.0,,False,28.5,265.9
BL200902-013,2020-09-02,12:09,C01-0000,D0188,dologen,@PS-000352,B1,1.0,แผง,40.0,40,40.0,,False,28.5,265.9
BL200902-016,2020-09-02,14:26,C01-0000,B0135,Bufenac 50 mg,P200430-0001,B4,2.0,แผง,20.0,40,32.67,,False,28.5,265.9
BL200902-022,2020-09-02,17:02,C01-0000,C0142,CETRIzin แผง,P200825-0001,F2,1.0,แผง,20.0,20,13.6,,False,28.5,265.9
BL200902-022,2020-09-02,17:02,C01-0000,M0216,Minra Drops,P200310-0002,B1,1.0,ขวด,58.0,58,25.5,,False,28.5,265.9
BL200902-028,2020-09-02,18:42,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P200804-0017,F2,1.0,แผง,35.0,35,10.8,,False,28.5,265.9
BL200902-029,2020-09-02,18:46,C01-0000,B0071,BENDA 500,P200825-0005,F2,1.0,แผง,30.0,30,15.17,,False,28.5,265.9
BL200902-030,2020-09-02,18:57,C01-0000,E0055,Extorant tablets,P190813-0001,B1,1.0,แผง,35.0,35,27.0,,False,28.5,265.9
BL200902-033,2020-09-02,21:02,C01-0000,D0188,dologen,@PS-000352,B1,1.0,แผง,40.0,40,40.0,,False,28.5,265.9
BL200901-001,2020-09-01,8:24,C01-0000,B0071,BENDA 500,P200825-0005,F2,1.0,แผง,30.0,30,15.17,วันสืบ นาคะเสถียร,True,28.5,265.9
BL200901-004,2020-09-01,8:56,C01-0000,I0108,Ibrofen 600 TO แผง,P200616-0050,B1,1.0,แผง,40.0,40,26.0,วันสืบ นาคะเสถียร,True,28.5,265.9
BL200901-005,2020-09-01,8:58,C01-0000,B0135,Bufenac 50 mg,P200430-0001,B4,1.0,แผง,20.0,20,16.33,วันสืบ นาคะเสถียร,True,28.5,265.9
BL200901-007,2020-09-01,9:27,C01-0000,B0135,Bufenac 50 mg,P200430-0001,B4,1.0,แผง,20.0,20,16.33,วันสืบ นาคะเสถียร,True,28.5,265.9
BL200901-009,2020-09-01,9:38,C01-0000,H0045,HISTA OPH  5CC เล็ก,P200728-0100,F2,1.0,ขวด,45.0,45,19.5,วันสืบ นาคะเสถียร,True,28.5,265.9
BL200901-011,2020-09-01,10:22,C01-0000,B0135,Bufenac 50 mg,P200430-0001,B4,1.0,แผง,20.0,20,16.33,วันสืบ นาคะเสถียร,True,28.5,265.9
BL200901-016,2020-09-01,11:40,C01-0000,D0218,Duran syrub 60 ml,P200728-0033,F2,1.0,ขวด,45.0,45,16.25,วันสืบ นาคะเสถียร,True,28.5,265.9
BL200901-025,2020-09-01,15:37,C01-0000,C0142,CETRIzin แผง,P200804-0002,F2,1.0,แผง,20.0,20,13.6,วันสืบ นาคะเสถียร,True,28.5,265.9
BL200901-027,2020-09-01,16:20,C01-0000,B0135,Bufenac 50 mg,P200430-0001,B4,1.0,แผง,20.0,20,16.33,วันสืบ นาคะเสถียร,True,28.5,265.9
BL200901-028,2020-09-01,16:37,C01-0000,C0142,CETRIzin แผง,P200804-0002,F2,1.0,แผง,20.0,20,13.6,วันสืบ นาคะเสถียร,True,28.5,265.9
BL200901-028,2020-09-01,16:37,C01-0000,C0142,CETRIzin แผง,P200825-0001,F2,3.0,แผง,20.0,60,40.8,วันสืบ นาคะเสถียร,True,28.5,265.9
BL200901-029,2020-09-01,16:46,C01-0000,C0142,CETRIzin แผง,P200825-0001,F2,1.0,แผง,20.0,20,13.6,วันสืบ นาคะเสถียร,True,28.5,265.9
BL200901-029,2020-09-01,16:46,C01-0000,D0188,dologen,@PS-000352,B1,1.0,แผง,40.0,40,40.0,วันสืบ นาคะเสถียร,True,28.5,265.9
BL200901-031,2020-09-01,17:20,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P200804-0017,F2,1.0,แผง,35.0,35,10.8,วันสืบ นาคะเสถียร,True,28.5,265.9
BL200901-038,2020-09-01,17:57,C01-0000,G0091,gaviscon  ชมพู ซอง,P200825-0048,C3,6.0,ซอง,25.0,150,18.0,วันสืบ นาคะเสถียร,True,28.5,265.9
BL200901-041,2020-09-01,18:26,C01-0000,E0050,EXLUTON,P200707-0040,C3,1.0,แผง,120.0,120,34.0,วันสืบ นาคะเสถียร,True,28.5,265.9
BL200901-044,2020-09-01,18:40,C01-0000,B0135,Bufenac 50 mg,P200430-0001,B4,2.0,แผง,20.0,40,32.67,วันสืบ นาคะเสถียร,True,28.5,265.9
BL200901-045,2020-09-01,19:31,C01-0000,B0135,Bufenac 50 mg,P200430-0001,B4,1.0,แผง,20.0,20,16.33,วันสืบ นาคะเสถียร,True,28.5,265.9
BL200901-045,2020-09-01,19:31,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P200804-0017,F2,2.0,แผง,35.0,70,21.6,วันสืบ นาคะเสถียร,True,28.5,265.9
BL200901-047,2020-09-01,19:50,C01-0000,I0108,Ibrofen 600 TO แผง,P200616-0050,B1,2.0,แผง,40.0,80,52.0,วันสืบ นาคะเสถียร,True,28.5,265.9
BL200901-050,2020-09-01,20:21,C01-0000,M0217,Minra  60 ml ส้ม,P200728-0035,B1,1.0,ขวด,50.0,50,22.0,วันสืบ นาคะเสถียร,True,28.5,265.9
BL200901-053,2020-09-01,20:27,C01-0000,D0189,DIANE 35,P200818-0025,F2,1.0,แผง,180.0,180,20.0,วันสืบ นาคะเสถียร,True,28.5,265.9
BL200831-002,2020-08-31,8:13,C01-0000,B0135,Bufenac 50 mg,P200430-0001,B4,1.0,แผง,20.0,20,16.33,,False,28.6,236.1
BL200831-002,2020-08-31,8:13,C01-0000,D0160,DECOLGEN PRIN 25X4'S,P200728-0084,F2,1.0,แผง,10.0,10,3.24,,False,28.6,236.1
BL200831-004,2020-08-31,8:22,C01-0000,G0090,Gofen 400,P200825-0004,F2,2.0,แผง,100.0,200,41.67,,False,28.6,236.1
BL200831-006,2020-08-31,9:12,C01-0000,D0160,DECOLGEN PRIN 25X4'S,P200728-0084,F2,2.0,แผง,10.0,20,6.48,,False,28.6,236.1
BL200831-010,2020-08-31,10:05,C01-0000,O0045,Omeprazole GPO,P200728-0045,F2,5.0,แผง,40.0,200,162.5,,False,28.6,236.1
BL200831-028,2020-08-31,14:21,C01-0000,H0045,HISTA OPH 5CC เล็ก,P200728-0100,F2,1.0,ขวด,45.0,45,19.5,,False,28.6,236.1
BL200831-029,2020-08-31,14:28,C01-0000,G0090,Gofen 400,P200825-0004,F2,1.0,แผง,100.0,100,20.83,,False,28.6,236.1
BL200831-029,2020-08-31,14:28,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P200804-0017,F2,1.0,แผง,35.0,35,10.8,,False,28.6,236.1
BL200831-030,2020-08-31,14:32,C01-0000,B0086,Biocalm ขายแผง,P200526-0022,F2,1.0,แผง,30.0,30,20.8,,False,28.6,236.1
BL200831-030,2020-08-31,14:32,C01-0000,B0135,Bufenac 50 mg,P200430-0001,B4,1.0,แผง,20.0,20,16.33,,False,28.6,236.1
BL200831-036,2020-08-31,16:45,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P200804-0017,F2,1.0,แผง,35.0,35,10.8,,False,28.6,236.1
BL200831-039,2020-08-31,17:48,C01-0000,G0067,GARAMYCIN 5 GM เล็ก,P200811-0057,B1,1.0,หลอด,60.0,60,22.0,,False,28.6,236.1
BL200831-043,2020-08-31,18:06,C01-0000,D0104,Dicloxacillin-Nida,P200804-0037,F2,2.0,แผง,60.0,120,84.0,,False,28.6,236.1
BL200831-043,2020-08-31,18:06,C01-0000,G0067,GARAMYCIN 5 GM เล็ก,P200811-0057,B1,1.0,หลอด,60.0,60,22.0,,False,28.6,236.1
BL200831-044,2020-08-31,18:07,C01-0000,I0108,Ibrofen 600 TO แผง,P200616-0050,B1,1.0,แผง,40.0,40,26.0,,False,28.6,236.1
BL200831-045,2020-08-31,18:08,C01-0000,C0142,CETRIzin แผง,P200804-0002,F2,2.0,แผง,20.0,40,27.2,,False,28.6,236.1
